isic_id,h1_correct_dropconnect,h2_correct_dropconnect,h1_correct_dropout,h2_correct_dropout,h1_correct_duq,h2_correct_duq,h1_correct_ensemble,h2_correct_ensemble,h1_correct_flipout,h2_correct_flipout,h1_tier,h2_tier
ISIC_0002282,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0002292,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0002301,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0002311,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0002322,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0002324,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0002325,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0002341,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0002351,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0002353,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0002358,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0002362,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0002364,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0002393,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0002400,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0002428,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0002438,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0002444,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0002449,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0002495,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0002497,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0002515,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0002532,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0002542,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0002607,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0002610,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0002627,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0002632,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0002635,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0002645,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0002664,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0002729,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0002733,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0002742,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0002744,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0002746,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0002773,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0002780,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0002785,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0002787,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0002790,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0002799,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0002807,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0002948,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0002956,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0002998,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003018,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003031,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003032,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003052,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003087,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003096,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003104,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003114,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003138,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003139,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003168,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003174,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003184,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003193,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003202,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003210,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003223,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003231,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003239,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003256,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003302,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003303,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003306,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003315,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003321,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003395,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003396,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003433,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003436,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003504,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003598,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003609,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003613,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003616,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003633,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003662,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003713,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003716,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003729,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003735,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003739,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003788,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003791,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003823,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003863,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003937,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003948,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0003957,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004011,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004024,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004065,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004074,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004083,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004105,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004147,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004150,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004157,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004164,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004197,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004201,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004230,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004246,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004251,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004282,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004284,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004287,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004289,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004295,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004339,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004345,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004369,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004389,1,1,1,1,1,0,1,1,1,1,0,1
ISIC_0004415,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004421,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004423,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004436,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004474,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004494,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004500,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004501,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004512,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004515,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004551,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004595,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004615,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004626,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004656,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004658,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004660,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004672,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004686,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004729,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004733,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004737,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004747,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004781,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004813,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004883,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004893,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004908,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004928,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004933,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004941,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0004942,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005036,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005040,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005042,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005048,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005049,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005060,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005071,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005072,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005075,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005091,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005106,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005113,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005136,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005148,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005156,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005160,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005171,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005212,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005217,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005224,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005270,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005272,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005311,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005326,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005345,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005348,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005355,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005356,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005395,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005397,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005417,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005430,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005440,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005449,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005450,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005475,1,1,1,1,1,1,1,1,1,0,0,1
ISIC_0005484,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005490,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005512,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005528,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005542,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005640,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005643,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005670,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005671,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005673,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005709,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005713,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005718,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005764,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005776,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005786,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005801,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005856,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005862,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005868,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005881,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005905,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005932,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005959,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005972,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005984,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0005987,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006002,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006018,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006064,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006077,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006107,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006119,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006137,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006140,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006146,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006152,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006154,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006168,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006179,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006194,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006196,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006237,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006250,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006256,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006274,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006295,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006301,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006303,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006320,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006323,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006324,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006336,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006342,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006349,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006372,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006398,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006400,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006401,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006413,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006420,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006425,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006428,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006434,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006441,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006457,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006503,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006531,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006561,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006563,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006580,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006608,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006642,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006664,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006669,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006719,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006726,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006731,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006740,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006761,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006781,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006783,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006814,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006853,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006879,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006883,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006906,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006923,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006927,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006933,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006935,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006976,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006981,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0006983,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0007028,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0007033,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0007039,1,1,1,1,1,1,1,1,1,1,0,0
ISIC_0007097,1,1,1,1,1,1,1,1,1,1,0,0
