isic_id,h1_correct_dropconnect,h2_correct_dropconnect,h1_correct_dropout,h2_correct_dropout,h1_correct_duq,h2_correct_duq,h1_correct_ensemble,h2_correct_ensemble,h1_correct_flipout,h2_correct_flipout,h1_tier,h2_tier
ISIC_0013556,1,0,0,0,0,0,0,0,0,1,4,4
ISIC_0013557,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0013564,1,0,1,0,0,0,1,0,0,0,2,5
ISIC_0013566,1,0,1,0,1,0,0,0,0,0,2,5
ISIC_0013569,1,0,1,0,1,0,1,0,1,0,0,5
ISIC_0013589,0,0,1,0,1,0,0,0,0,0,3,5
ISIC_0013605,0,0,1,0,0,0,1,0,0,0,3,5
ISIC_0013608,1,0,1,0,0,0,1,0,0,0,2,5
ISIC_0013609,1,0,1,0,1,0,1,1,1,0,0,4
ISIC_0013612,0,0,1,0,0,0,0,0,0,0,4,5
ISIC_0013616,1,0,1,0,0,0,1,0,0,0,2,5
ISIC_0013640,0,0,0,0,0,0,1,0,0,0,4,5
ISIC_0013642,0,0,1,0,0,0,0,0,0,0,4,5
ISIC_0013647,1,0,1,0,1,0,1,0,0,0,1,5
ISIC_0013648,1,0,1,0,1,0,1,0,1,0,0,5
ISIC_0013650,1,0,1,0,1,0,1,0,1,0,0,5
ISIC_0013653,1,0,1,0,1,0,1,0,1,0,0,5
ISIC_0013660,1,0,1,0,0,0,0,0,0,0,3,5
ISIC_0013665,1,0,1,0,1,0,1,0,1,0,0,5
ISIC_0013677,1,0,1,0,1,0,1,0,1,0,0,5
ISIC_0013717,1,0,1,0,1,0,1,0,1,0,0,5
ISIC_0013745,1,0,1,0,1,0,1,0,1,0,0,5
ISIC_0013760,1,0,1,0,0,0,0,0,0,0,3,5
ISIC_0013761,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0013763,1,0,1,0,1,0,1,0,1,0,0,5
ISIC_0013774,1,0,1,0,1,0,1,0,1,1,0,4
ISIC_0013776,1,0,1,0,1,0,1,0,1,0,0,5
ISIC_0013779,1,0,1,0,1,0,1,0,1,0,0,5
ISIC_0013781,1,0,0,0,1,1,1,0,0,0,2,4
ISIC_0013787,1,0,1,0,1,0,1,0,1,0,0,5
ISIC_0013790,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0013791,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0013812,0,0,0,0,1,0,1,1,0,0,3,4
ISIC_0013821,1,0,1,0,1,0,1,0,0,0,1,5
ISIC_0013823,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0013825,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0013827,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0013838,1,0,1,0,1,0,1,0,1,1,0,4
ISIC_0013859,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0013866,0,0,1,0,1,0,1,0,1,0,1,5
ISIC_0013868,1,0,1,0,1,0,1,0,1,0,0,5
ISIC_0013869,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0013870,1,0,1,0,1,0,1,0,0,0,1,5
ISIC_0013871,1,0,1,0,1,0,1,0,0,0,1,5
ISIC_0013878,0,0,1,0,1,0,0,0,0,0,3,5
ISIC_0013881,1,0,1,0,1,0,1,0,1,0,0,5
ISIC_0013899,1,0,0,0,1,0,1,0,1,0,1,5
ISIC_0013900,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0013902,1,0,1,0,1,0,1,0,1,0,0,5
ISIC_0013905,0,0,1,0,0,0,0,0,0,0,4,5
ISIC_0013909,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0013914,1,0,1,0,0,0,0,0,0,0,3,5
ISIC_0013919,1,0,1,0,1,0,1,0,1,1,0,4
ISIC_0013939,0,0,1,0,0,0,0,0,0,0,4,5
ISIC_0013941,1,0,1,0,1,0,1,0,1,0,0,5
ISIC_0013944,1,0,1,0,0,0,1,0,0,0,2,5
ISIC_0013955,1,0,1,0,1,0,1,0,1,0,0,5
ISIC_0013963,1,0,1,0,1,0,1,0,0,0,1,5
ISIC_0013974,1,0,1,0,0,0,0,0,0,0,3,5
ISIC_0013978,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0013979,1,0,1,0,0,0,1,0,0,0,2,5
ISIC_0013990,1,0,1,0,1,0,1,0,0,0,1,5
ISIC_0013991,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0013993,1,0,1,0,1,0,1,0,1,0,0,5
ISIC_0013994,1,0,1,0,1,0,1,0,1,1,0,4
ISIC_0014003,1,0,1,0,1,0,1,0,1,0,0,5
ISIC_0014007,0,0,0,0,1,0,0,0,1,0,3,5
ISIC_0014008,1,0,1,0,1,0,1,0,1,0,0,5
ISIC_0014036,0,0,1,0,1,0,1,0,1,0,1,5
ISIC_0014048,1,0,1,0,1,0,1,0,1,0,0,5
ISIC_0014054,1,0,0,0,1,0,1,0,1,0,1,5
ISIC_0014056,1,0,0,0,0,0,0,0,1,1,3,4
ISIC_0014060,1,0,1,0,0,0,0,0,1,1,2,4
ISIC_0014063,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0014064,0,0,1,0,0,1,0,1,0,0,4,3
ISIC_0014085,1,0,1,0,1,0,1,0,1,0,0,5
ISIC_0014105,1,0,0,0,1,0,1,0,0,0,2,5
ISIC_0014115,0,0,0,0,1,0,0,0,1,0,3,5
ISIC_0014116,0,0,0,0,0,0,1,0,0,0,4,5
ISIC_0014118,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0014126,1,0,1,0,0,0,0,0,0,0,3,5
ISIC_0014130,0,0,0,0,1,0,1,0,1,0,2,5
ISIC_0014134,1,0,1,0,1,0,1,0,1,0,0,5
ISIC_0014137,1,0,1,0,1,0,1,0,0,0,1,5
ISIC_0014141,1,0,1,0,1,1,1,0,1,1,0,3
ISIC_0014142,1,0,1,0,1,0,1,0,1,0,0,5
ISIC_0014143,1,0,0,0,0,0,0,0,1,0,3,5
ISIC_0014153,1,0,1,0,0,0,0,0,1,0,2,5
ISIC_0014154,0,0,0,0,1,0,0,0,0,0,4,5
ISIC_0014159,1,0,1,0,1,0,0,0,1,0,1,5
ISIC_0014167,1,0,1,0,0,1,0,0,0,0,3,4
ISIC_0014192,0,0,1,0,1,0,1,0,0,0,2,5
ISIC_0014194,0,0,1,0,1,0,1,0,1,0,1,5
ISIC_0014202,1,0,0,0,0,0,1,0,0,0,3,5
ISIC_0014203,1,0,1,0,0,0,0,0,1,0,2,5
ISIC_0014204,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0014206,1,0,1,0,1,0,1,0,1,0,0,5
ISIC_0014231,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0014234,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0014236,1,0,0,0,1,0,1,0,1,0,1,5
ISIC_0014256,0,0,0,0,1,0,0,0,0,0,4,5
ISIC_0014258,1,0,1,0,1,1,0,0,0,1,2,3
ISIC_0014260,1,0,1,0,1,0,1,0,1,0,0,5
ISIC_0014271,1,0,1,0,1,0,1,0,1,1,0,4
ISIC_0014282,1,0,1,0,0,0,0,0,0,1,3,4
ISIC_0014292,1,0,1,0,1,0,1,0,1,1,0,4
ISIC_0014296,0,0,1,1,1,0,0,0,0,0,3,4
ISIC_0014298,0,0,1,0,0,0,0,0,0,0,4,5
ISIC_0014301,1,0,0,0,1,0,1,0,1,0,1,5
ISIC_0014322,1,0,1,0,1,0,1,0,0,0,1,5
ISIC_0014338,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0014348,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0014376,1,0,1,0,1,0,1,0,1,0,0,5
ISIC_0014384,1,0,1,0,1,0,1,0,1,0,0,5
ISIC_0014388,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0014396,0,0,0,0,1,0,0,0,0,0,4,5
ISIC_0014398,0,0,0,0,1,0,0,0,0,0,4,5
ISIC_0014411,1,0,1,0,1,0,1,0,1,0,0,5
ISIC_0014421,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0014435,1,0,1,0,1,0,1,0,0,0,1,5
ISIC_0014436,1,0,1,0,1,0,1,0,0,0,1,5
ISIC_0014437,1,0,1,0,1,0,1,0,1,0,0,5
ISIC_0014443,0,0,1,0,1,0,1,0,1,0,1,5
ISIC_0014449,1,0,1,0,1,0,1,0,1,0,0,5
ISIC_0014455,1,0,1,0,1,0,1,0,1,0,0,5
ISIC_0014456,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0014461,1,0,0,0,1,0,0,0,0,0,3,5
ISIC_0014464,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0014467,0,0,1,0,1,0,1,0,1,0,1,5
ISIC_0014482,0,0,1,0,0,0,0,0,0,0,4,5
ISIC_0014485,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0014488,0,0,1,0,1,0,1,0,1,0,1,5
ISIC_0014493,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0014494,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0014495,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0014496,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0014497,1,0,1,0,1,0,1,0,0,0,1,5
ISIC_0014509,1,0,1,0,0,0,1,0,0,0,2,5
ISIC_0014514,0,0,0,0,1,0,0,0,1,0,3,5
ISIC_0014521,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0014528,0,0,1,0,1,0,0,0,1,0,2,5
ISIC_0014533,1,0,0,0,0,0,0,0,0,0,4,5
ISIC_0014538,0,0,0,0,1,0,0,0,1,0,3,5
ISIC_0014550,1,0,1,0,1,0,1,0,1,0,0,5
ISIC_0014553,1,0,1,0,0,0,0,0,0,0,3,5
ISIC_0014555,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0014556,0,0,0,0,1,0,1,0,1,0,2,5
ISIC_0014678,1,0,1,0,1,0,1,0,0,0,1,5
ISIC_0014679,1,0,1,0,1,0,1,0,0,0,1,5
ISIC_0014686,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0014706,1,0,0,0,0,0,0,0,1,1,3,4
ISIC_0014737,1,0,1,0,1,0,1,0,1,1,0,4
ISIC_0014842,0,0,1,0,1,1,1,1,1,0,1,3
ISIC_0014865,1,0,1,0,1,1,1,0,1,1,0,3
ISIC_0014995,1,0,1,0,1,1,1,1,1,1,0,2
ISIC_0015055,0,0,1,0,0,1,0,0,0,0,4,4
ISIC_0015151,1,1,1,0,1,1,1,1,0,0,1,2
ISIC_0015186,0,0,1,0,0,0,1,0,0,0,3,5
ISIC_0015285,1,0,1,0,1,0,1,0,1,1,0,4
ISIC_0015292,1,0,0,0,0,0,0,0,0,0,4,5
ISIC_0015378,1,0,1,0,1,0,1,0,0,0,1,5
ISIC_0015402,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0015424,1,0,1,0,1,0,1,0,1,1,0,4
ISIC_0015547,0,0,1,0,0,0,0,0,0,0,4,5
ISIC_0015550,0,0,1,0,1,0,1,0,0,0,2,5
ISIC_0015584,1,0,0,0,0,0,0,0,0,0,4,5
ISIC_0015591,0,0,0,0,0,0,0,1,0,0,5,4
ISIC_0015605,0,0,1,0,1,1,1,1,1,0,1,3
ISIC_0015609,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0015610,0,0,1,0,0,0,0,0,0,0,4,5
ISIC_0015611,0,0,1,0,0,0,0,0,0,0,4,5
ISIC_0016101,1,0,1,0,1,0,1,0,1,0,0,5
ISIC_0020964,1,0,0,0,0,0,0,0,0,0,4,5
ISIC_0021031,1,0,0,0,1,0,1,0,0,0,2,5
ISIC_0021032,0,0,0,1,0,0,0,0,0,1,5,3
ISIC_0021033,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0021034,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0021038,1,0,1,0,1,0,1,0,0,0,1,5
ISIC_0021047,1,0,1,0,1,0,1,0,0,0,1,5
ISIC_0021086,1,0,1,0,1,1,1,0,1,1,0,3
ISIC_0021087,0,0,0,0,1,0,1,0,0,0,3,5
ISIC_0021088,1,0,0,0,1,0,0,0,0,0,3,5
ISIC_0021109,1,0,0,0,1,0,1,0,0,0,2,5
ISIC_0021110,1,0,1,0,0,0,0,0,0,0,3,5
ISIC_0021111,1,0,0,0,1,0,0,0,0,0,3,5
ISIC_0021180,1,0,1,0,1,0,1,0,1,0,0,5
ISIC_0021181,1,0,1,0,1,0,1,0,1,0,0,5
ISIC_0021182,1,0,1,0,1,0,1,0,1,0,0,5
ISIC_0021241,1,0,1,0,1,1,1,1,0,0,1,3
ISIC_0021242,1,0,1,0,0,1,1,1,0,0,2,3
ISIC_0021243,1,0,1,0,1,1,1,1,0,0,1,3
ISIC_0021298,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0021299,1,0,1,0,0,0,0,0,1,0,2,5
ISIC_0021300,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0021305,1,0,1,0,0,0,0,0,0,0,3,5
ISIC_0021306,0,0,1,0,0,0,0,0,0,0,4,5
ISIC_0021307,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0021311,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0021312,0,0,0,0,1,0,1,0,0,0,3,5
ISIC_0021313,0,0,1,0,1,0,0,0,0,0,3,5
ISIC_0021371,1,0,1,0,1,0,1,0,1,0,0,5
ISIC_0021372,1,0,1,0,1,0,1,0,0,0,1,5
ISIC_0021373,1,0,0,0,0,0,0,0,0,0,4,5
ISIC_0021392,1,0,0,0,0,0,0,0,0,0,4,5
ISIC_0021393,1,0,1,0,0,0,0,0,0,0,3,5
ISIC_0021394,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0021450,1,0,1,0,1,0,1,0,1,0,0,5
ISIC_0021451,1,0,1,0,1,0,1,0,1,0,0,5
ISIC_0021452,1,0,1,0,1,0,1,0,1,0,0,5
ISIC_0021463,0,0,1,0,0,0,0,0,0,0,4,5
ISIC_0021464,1,0,1,0,0,0,0,0,0,0,3,5
ISIC_0021465,1,0,0,0,0,0,0,0,0,0,4,5
ISIC_0021483,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0021490,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0021499,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0021510,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0021521,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0021532,0,0,0,0,0,0,0,0,0,0,5,5
ISIC_0021537,0,0,0,0,1,0,1,0,0,0,3,5
ISIC_0021538,1,0,1,0,0,0,0,0,0,0,3,5
ISIC_0021539,0,0,0,0,1,0,0,0,0,0,4,5
ISIC_0021541,0,0,0,0,0,0,1,0,0,0,4,5
ISIC_0021545,1,0,1,0,1,0,1,0,0,0,1,5
ISIC_0021546,0,0,0,0,1,0,1,0,0,0,3,5
ISIC_0021547,0,0,0,0,1,0,1,0,0,0,3,5
ISIC_0021552,0,0,0,0,1,0,1,0,0,0,3,5
ISIC_0021565,0,0,1,0,1,0,1,0,1,0,1,5
ISIC_0021566,0,0,0,0,1,0,1,0,0,0,3,5
ISIC_0021567,0,0,1,0,1,0,1,0,0,0,2,5
ISIC_0021578,1,0,1,0,1,0,1,0,0,0,1,5
ISIC_0021580,0,0,1,0,0,0,0,0,0,0,4,5
ISIC_0021581,0,0,0,0,1,0,0,0,0,0,4,5
ISIC_0021616,1,0,1,0,1,0,1,0,1,0,0,5
ISIC_0021617,1,0,1,0,1,0,1,0,1,0,0,5
ISIC_0021618,1,0,1,0,0,1,1,0,1,0,1,4
ISIC_0021669,1,0,1,0,1,0,1,0,0,0,1,5
ISIC_0021670,1,0,1,0,1,0,1,0,0,0,1,5
ISIC_0021671,1,0,1,0,1,0,1,0,1,0,0,5
ISIC_0021714,1,0,0,0,0,0,0,0,0,0,4,5
ISIC_0021715,0,0,0,0,1,0,1,0,0,0,3,5
ISIC_0021716,1,0,1,0,1,0,0,0,0,0,2,5
ISIC_0021731,1,0,1,0,1,0,1,0,0,0,1,5
ISIC_0021732,0,0,1,0,1,0,0,0,0,0,3,5
