isic_id,h1_mean_norm_entropy,h1_high_entropy,h2_mean_norm_entropy,h2_high_entropy
ISIC_0000783,3.245245893268867e-06,0.0,1.0416990253563068e-06,0.0
ISIC_0000784,1.6799671541919823e-05,0.0,1.0321558351508886e-05,0.0
ISIC_0000786,0.0003056822536545138,0.0,0.0003084729352809233,0.0
ISIC_0000790,2.200609451330556e-07,0.0,9.193597422824403e-08,0.0
ISIC_0000792,1.2525192941648794e-06,0.0,1.2951965243021398e-06,0.0
ISIC_0000822,0.00034186553963471013,0.0,0.0002101461480705598,0.0
ISIC_0000823,0.00014331576544054987,0.0,1.2767214842858549e-05,0.0
ISIC_0000854,2.903205681481729e-07,0.0,6.751339260887613e-09,0.0
ISIC_0000856,4.094263488321978e-09,0.0,3.6643381837722095e-10,0.0
ISIC_0000882,0.00048754515008975744,0.0,0.00033513118586558064,0.0
ISIC_0000888,3.424810070190449e-05,0.0,1.9025205122954736e-05,0.0
ISIC_0000904,0.05258758761619901,0.0,0.061670821846374624,0.0
ISIC_0000922,1.239526675063663e-07,0.0,5.02466873471036e-09,0.0
ISIC_0000925,9.2309187136051e-06,0.0,1.8408751632966822e-05,0.0
ISIC_0000930,1.0098950105469498e-05,0.0,4.984281157401146e-06,0.0
ISIC_0000951,8.397113371933778e-06,0.0,5.148265831216209e-06,0.0
ISIC_0000981,3.622713582824273e-05,0.0,3.0122068120172105e-05,0.0
ISIC_0000982,6.485761249439024e-08,0.0,1.2652738214800677e-08,0.0
ISIC_0001005,2.552602755876285e-07,0.0,1.2568392151817053e-08,0.0
ISIC_0001027,7.775682609075661e-06,0.0,6.402443303322517e-07,0.0
ISIC_0001034,4.662509829283407e-05,0.0,2.8147421910791508e-05,0.0
ISIC_0001062,1.9587873796969748e-05,0.0,5.7519427874874525e-06,0.0
ISIC_0001072,1.8187566319238887e-07,0.0,1.5317669235038463e-08,0.0
ISIC_0001091,8.79514166494319e-05,0.0,5.927985309988704e-07,0.0
ISIC_0001124,0.16337261328306663,0.0,0.1622568918575405,0.0
ISIC_0001136,0.7321161082216445,1.0,0.24906449703924616,0.0
ISIC_0001141,0.34798001313707516,0.0,0.2702644954652098,0.0
ISIC_0001148,0.6680353725423342,1.0,0.30159825239231747,0.0
ISIC_0001167,4.0595243315350385e-07,0.0,1.116959871073871e-07,0.0
ISIC_0001175,0.01919312831992383,0.0,0.023623177419295694,0.0
ISIC_0001201,9.813766527394435e-06,0.0,4.417066541780129e-06,0.0
ISIC_0001223,3.8256235919267054e-05,0.0,1.7034142503942166e-05,0.0
ISIC_0001248,7.918516817861648e-05,0.0,6.412179990394692e-05,0.0
ISIC_0001250,6.409341169704024e-06,0.0,1.4806042306998264e-06,0.0
ISIC_0001257,5.095743128179175e-07,0.0,1.7509324322716213e-05,0.0
ISIC_0001320,0.017863000726277164,0.0,0.019786549042498904,0.0
ISIC_0001324,0.0003877936849142261,0.0,0.00019760331886002985,0.0
ISIC_0001345,2.1341495563940685e-09,0.0,9.749121169692254e-09,0.0
ISIC_0001350,3.103013695619595e-08,0.0,5.74144592218408e-08,0.0
ISIC_0001366,9.020681600124238e-05,0.0,2.8203384621764055e-05,0.0
ISIC_0001370,9.291660630918042e-06,0.0,2.416027546669314e-06,0.0
ISIC_0001392,0.0014494823071022765,0.0,0.0008665976701714831,0.0
ISIC_0001415,2.649314963471617e-06,0.0,2.0008754706330995e-06,0.0
ISIC_0001426,3.844987104968573e-05,0.0,2.5400596591556407e-05,0.0
ISIC_0001432,2.4537168051845056e-05,0.0,3.1765084976333856e-05,0.0
ISIC_0001437,5.0069537918149264e-05,0.0,4.599470903332573e-06,0.0
ISIC_0001447,7.077070446120094e-05,0.0,3.741710633678894e-05,0.0
ISIC_0001454,1.9556047359034822e-05,0.0,0.0007571247664573936,0.0
ISIC_0001465,0.0022290034489144523,0.0,0.0019407019192303992,0.0
ISIC_0001479,0.01858284434181462,0.0,0.05171772872821782,0.0
ISIC_0001482,0.10759110336357218,0.0,0.13386507749184706,0.0
ISIC_0001522,0.003908123147699867,0.0,0.003872033364080836,0.0
ISIC_0001572,6.612881143271894e-06,0.0,2.8992940756945464e-06,0.0
ISIC_0001583,0.027768317783244144,0.0,0.03377223077893796,0.0
ISIC_0001604,3.159347711467107e-06,0.0,2.1406083834400183e-06,0.0
ISIC_0001624,0.0003836489791256244,0.0,0.00019621231521760435,0.0
ISIC_0001642,2.3007663968009956e-05,0.0,1.8547354779940666e-05,0.0
ISIC_0001672,0.00010049415459164098,0.0,6.948425595987656e-05,0.0
ISIC_0001686,0.00011859169008626327,0.0,3.94757954565779e-05,0.0
ISIC_0001694,0.0002952670891518738,0.0,2.1333770287885737e-05,0.0
ISIC_0001716,2.257198766557748e-07,0.0,6.475373189962722e-08,0.0
ISIC_0001738,5.7205201356247274e-05,0.0,4.466730788984811e-05,0.0
ISIC_0001740,2.0333028437289334e-05,0.0,4.336209174134028e-06,0.0
ISIC_0001749,3.2584236626858803e-06,0.0,2.5459932248252268e-06,0.0
ISIC_0001763,4.5784701989561543e-08,0.0,8.359884093440686e-09,0.0
ISIC_0001803,9.099714593770552e-06,0.0,6.653606017479147e-08,0.0
ISIC_0001826,2.6186294268858732e-06,0.0,5.972333837197991e-08,0.0
ISIC_0001868,4.4406398369016656e-05,0.0,2.087175479346923e-06,0.0
ISIC_0001912,1.4276755665740533e-07,0.0,4.147960359983533e-09,0.0
ISIC_0001927,0.00020686954980170827,0.0,0.00016537702981361067,0.0
ISIC_0001958,4.249759351097796e-05,0.0,0.0009401865695072805,0.0
ISIC_0001968,3.3183929364174286e-05,0.0,9.630591709449326e-07,0.0
ISIC_0001985,0.0005583938259876096,0.0,0.00035565402547362143,0.0
ISIC_0001996,4.305319785909698e-07,0.0,5.735934713432704e-11,0.0
ISIC_0002011,0.00010854160852047307,0.0,1.9042932832491503e-05,0.0
ISIC_0002013,5.236511442879146e-07,0.0,5.839024409686454e-08,0.0
ISIC_0002042,2.778623819260249e-05,0.0,2.287947345028874e-07,0.0
ISIC_0002061,3.3555290815370166e-08,0.0,7.84162795351917e-10,0.0
ISIC_0002074,4.340570779665493e-09,0.0,1.0095075693473146e-08,0.0
ISIC_0002088,4.781489526781876e-07,0.0,1.1395375079747827e-07,0.0
ISIC_0002099,0.13420669047825595,0.0,0.09935811285130823,0.0
ISIC_0002109,0.00011664983595530449,0.0,5.096571188147529e-05,0.0
ISIC_0002213,8.627680613747762e-06,0.0,5.245477665634986e-06,0.0
ISIC_0002214,3.215994704692492e-05,0.0,1.1372094848901533e-05,0.0
ISIC_0002222,3.521573687968194e-05,0.0,1.1838108945201324e-05,0.0
ISIC_0002247,0.016490810355575074,0.0,0.024031286774886727,0.0
ISIC_0002261,0.0003923805897639316,0.0,0.0006181180623906267,0.0
ISIC_0002269,5.3806694458188606e-05,0.0,3.571561982286144e-05,0.0
ISIC_0002282,1.3222427606119276e-09,0.0,5.332355704270631e-10,0.0
ISIC_0002292,1.1994619259056777e-07,0.0,1.0185269849465283e-08,0.0
ISIC_0002301,2.0774318420624233e-05,0.0,8.314628343629186e-06,0.0
ISIC_0002311,1.5062851644934976e-05,0.0,1.65379457191143e-06,0.0
ISIC_0002322,4.369444418043425e-07,0.0,6.376084762262701e-10,0.0
ISIC_0002324,1.011905696971245e-05,0.0,3.1000291741740644e-07,0.0
ISIC_0002325,0.004510184980179625,0.0,0.004122258264392743,0.0
ISIC_0002341,1.2463539958741062e-07,0.0,6.70207722472906e-11,0.0
ISIC_0002351,0.003056410294291221,0.0,0.0032923197436746507,0.0
ISIC_0002353,0.00034645411038419305,0.0,0.000219805113874157,0.0
ISIC_0002358,0.0038791861811111007,0.0,0.0022897697904940982,0.0
ISIC_0002362,0.0008726839345727429,0.0,0.0009603942251020181,0.0
ISIC_0002364,5.8859853013803574e-05,0.0,6.374632914147267e-05,0.0
ISIC_0002393,1.1038815473007185e-06,0.0,2.111610899349388e-07,0.0
ISIC_0002400,0.00018848741804305738,0.0,3.369654125088267e-05,0.0
ISIC_0002428,0.00014166010287791425,0.0,3.2205951078734378e-06,0.0
ISIC_0002438,3.454761212122188e-05,0.0,1.3888023158187634e-06,0.0
ISIC_0002444,4.550223604958747e-06,0.0,6.899899816119063e-06,0.0
ISIC_0002449,5.8239411386168426e-05,0.0,8.345165984369686e-05,0.0
ISIC_0002495,0.0005266556600463402,0.0,0.00046825768471145894,0.0
ISIC_0002497,6.9950966130241595e-06,0.0,6.3503635436082245e-06,0.0
ISIC_0002515,0.0002042175139495747,0.0,0.00015086429574140658,0.0
ISIC_0002532,0.0002098746252025212,0.0,5.610578031269184e-05,0.0
ISIC_0002542,0.0015469840591747037,0.0,0.0007622958747476104,0.0
ISIC_0002607,7.582650551835874e-07,0.0,6.360812643606035e-08,0.0
ISIC_0002610,6.357391311006107e-06,0.0,6.778727039276442e-06,0.0
ISIC_0002627,5.336590749594746e-08,0.0,7.735768055157774e-08,0.0
ISIC_0002632,8.958259030457917e-07,0.0,1.0240897637984022e-08,0.0
ISIC_0002635,0.0008659624593696849,0.0,0.0009342080378937341,0.0
ISIC_0002645,6.537879592840166e-06,0.0,5.259743149250039e-06,0.0
ISIC_0002664,1.0075827970224441e-08,0.0,1.26266261126952e-08,0.0
ISIC_0002729,3.965687059211644e-05,0.0,2.9359929355711645e-05,0.0
ISIC_0002733,4.840971439423658e-07,0.0,5.48391920439763e-09,0.0
ISIC_0002742,0.0007143155363847609,0.0,0.00015514768255199088,0.0
ISIC_0002744,0.0015547282186689764,0.0,0.0016805383653419684,0.0
ISIC_0002746,1.4546201930589298e-05,0.0,3.12466644494439e-06,0.0
ISIC_0002773,3.2814289873123216e-07,0.0,5.49887351092379e-08,0.0
ISIC_0002780,3.10913257228448e-05,0.0,2.10910495718426e-05,0.0
ISIC_0002785,0.00011794663318719538,0.0,3.609553915483975e-05,0.0
ISIC_0002787,1.324598464349473e-06,0.0,1.6630535254664014e-07,0.0
ISIC_0002790,0.0003100478952227909,0.0,0.0010792809459460144,0.0
ISIC_0002799,9.91860715753982e-06,0.0,1.615668116729668e-06,0.0
ISIC_0002807,0.0006685646328262114,0.0,0.00044869680921872767,0.0
ISIC_0002948,6.023538883329219e-05,0.0,0.0005703205881438133,0.0
ISIC_0002956,4.0558987903859596e-07,0.0,7.986168752728708e-08,0.0
ISIC_0002998,1.7409207520458948e-06,0.0,4.858828916692536e-08,0.0
ISIC_0003018,0.00018272385495044242,0.0,8.585078970243378e-05,0.0
ISIC_0003031,7.582574094175748e-06,0.0,8.063145091714341e-07,0.0
ISIC_0003032,4.635511077017667e-07,0.0,8.527641247344486e-09,0.0
ISIC_0003052,7.6484936686174e-06,0.0,5.523729610460586e-06,0.0
ISIC_0003087,1.7955745483361582e-06,0.0,7.850782048757089e-07,0.0
ISIC_0003096,0.0001778575805877676,0.0,0.0006082455339508847,0.0
ISIC_0003104,8.099960523061961e-05,0.0,4.571751585125991e-05,0.0
ISIC_0003114,0.00016273388324802968,0.0,0.00010722933038398756,0.0
ISIC_0003138,0.00024826508060657915,0.0,0.0002646563648683804,0.0
ISIC_0003139,9.591694885497701e-06,0.0,6.40486337441335e-06,0.0
ISIC_0003168,7.807746257418942e-05,0.0,2.0452483235785622e-05,0.0
ISIC_0003174,9.453677043234399e-07,0.0,5.094202699415163e-07,0.0
ISIC_0003184,9.827592355708022e-05,0.0,0.0001177899463580316,0.0
ISIC_0003193,1.1234445545230885e-05,0.0,3.832333430812256e-06,0.0
ISIC_0003202,0.0010870989563426083,0.0,0.0010604559359181644,0.0
ISIC_0003210,0.004076616269525926,0.0,0.007899223896185805,0.0
ISIC_0003223,1.7538407575461024e-06,0.0,1.2221290053137308e-06,0.0
ISIC_0003231,0.0013606440425948164,0.0,0.0017288379794821091,0.0
ISIC_0003239,0.0002897353316026191,0.0,0.0001851913456518591,0.0
ISIC_0003256,2.3360498842227535e-05,0.0,8.733282157387708e-06,0.0
ISIC_0003302,2.2950179946256866e-06,0.0,2.93739425499565e-06,0.0
ISIC_0003303,0.0005203635568782456,0.0,0.0005975518704618183,0.0
ISIC_0003306,1.8013974363595492e-05,0.0,1.4362920075762988e-05,0.0
ISIC_0003315,1.3872558259114253e-07,0.0,1.2796528737856724e-07,0.0
ISIC_0003321,1.0500826004041517e-06,0.0,1.2353960636050042e-06,0.0
ISIC_0003395,0.00026322982489720054,0.0,0.0002139493508112003,0.0
ISIC_0003396,4.716699166538092e-06,0.0,7.919210729350477e-07,0.0
ISIC_0003433,0.0015058091265708706,0.0,0.0012663209935663867,0.0
ISIC_0003436,0.18259471415174697,0.0,0.07473273041719393,0.0
ISIC_0003504,5.1931652887162446e-05,0.0,1.468530196870383e-05,0.0
ISIC_0003598,1.3650862632062645e-06,0.0,8.898741226661002e-07,0.0
ISIC_0003609,1.6035692248301373e-06,0.0,7.92791001231471e-10,0.0
ISIC_0003613,5.18512284986008e-07,0.0,8.344906015094392e-11,0.0
ISIC_0003616,1.3070160063433878e-06,0.0,6.069906373508924e-08,0.0
ISIC_0003633,0.001205516797387236,0.0,0.0009137011857979676,0.0
ISIC_0003662,0.00014948655931341454,0.0,0.00015882974219419364,0.0
ISIC_0003713,0.0003902444577252562,0.0,0.0018676174286246297,0.0
ISIC_0003716,8.970638047593872e-06,0.0,1.7306157067689614e-05,0.0
ISIC_0003729,4.766758073513976e-06,0.0,3.378646669443246e-06,0.0
ISIC_0003735,1.953322726719244e-06,0.0,4.927324772005505e-07,0.0
ISIC_0003739,1.6926182920939186e-06,0.0,2.21357030301333e-07,0.0
ISIC_0003788,1.5570993525764481e-06,0.0,2.5739369948517775e-07,0.0
ISIC_0003791,8.392235870616791e-07,0.0,1.0031602620420203e-08,0.0
ISIC_0003823,5.986702929334248e-06,0.0,5.028095835747801e-06,0.0
ISIC_0003863,0.008088420804982243,0.0,0.013385926478554097,0.0
ISIC_0003937,1.2030864173322217e-06,0.0,5.366705265444221e-07,0.0
ISIC_0003948,7.263050372171864e-06,0.0,2.3073615651535196e-06,0.0
ISIC_0003957,4.972018399553165e-05,0.0,2.648811662743799e-05,0.0
ISIC_0004011,3.9347090636090083e-07,0.0,1.634894665782919e-07,0.0
ISIC_0004024,4.569721582215484e-06,0.0,3.392951248329259e-06,0.0
ISIC_0004065,4.854642673833431e-05,0.0,9.753386733910318e-05,0.0
ISIC_0004074,2.7859689549218782e-05,0.0,5.178370119998402e-06,0.0
ISIC_0004083,0.0010906599095658466,0.0,0.00028680665202143507,0.0
ISIC_0004105,0.00038613878706060013,0.0,0.00033435058774538304,0.0
ISIC_0004147,5.325746857766711e-07,0.0,7.922308000815589e-08,0.0
ISIC_0004150,0.0015850118268750358,0.0,0.0012263619419598524,0.0
ISIC_0004157,0.0002287514828187546,0.0,0.00011394832883314466,0.0
ISIC_0004164,6.501629025672169e-06,0.0,4.045842020561902e-06,0.0
ISIC_0004197,0.000772452592901872,0.0,0.0009372306326060241,0.0
ISIC_0004201,8.83878837376607e-09,0.0,1.012569825592882e-09,0.0
ISIC_0004230,1.9469345851836876e-07,0.0,5.051869520557897e-07,0.0
ISIC_0004246,8.602794233765156e-07,0.0,8.830041210249849e-08,0.0
ISIC_0004251,0.0005691139493689764,0.0,0.00014175231530876007,0.0
ISIC_0004282,2.5880221665199494e-05,0.0,2.5250871081519894e-05,0.0
ISIC_0004284,0.004270037301113976,0.0,0.004384989707600277,0.0
ISIC_0004287,6.93390128035444e-05,0.0,4.7388354098270475e-05,0.0
ISIC_0004289,8.792013390000701e-05,0.0,5.5435214938858365e-05,0.0
ISIC_0004295,1.4175847800485382e-06,0.0,1.2800626495823883e-06,0.0
ISIC_0004339,0.0004461268125987584,0.0,0.0002468914845408813,0.0
ISIC_0004345,0.00022545373598476778,0.0,0.00023782698077681193,0.0
ISIC_0004369,1.3503567997296269e-06,0.0,1.434498661750284e-06,0.0
ISIC_0004389,0.0014115031432095628,0.0,0.09025112883096026,0.0
ISIC_0004415,5.085170699285943e-05,0.0,7.167211066787404e-05,0.0
ISIC_0004421,1.9511016411189726e-05,0.0,5.668349883519019e-06,0.0
ISIC_0004423,5.5536870230741016e-05,0.0,5.161063755254604e-05,0.0
ISIC_0004436,1.4180773117599804e-05,0.0,4.500853326105476e-06,0.0
ISIC_0004474,2.3580510201605307e-05,0.0,1.419787919442446e-06,0.0
ISIC_0004494,6.902632267983145e-08,0.0,7.181316084416871e-08,0.0
ISIC_0004500,0.00012839557271985156,0.0,9.63474761691188e-05,0.0
ISIC_0004501,7.057305357506783e-07,0.0,4.120843217849813e-08,0.0
ISIC_0004512,0.0037710222231058287,0.0,0.002999034196018674,0.0
ISIC_0004515,0.0022157029947304525,0.0,0.0016314478018182679,0.0
ISIC_0004551,2.1489163652091551e-07,0.0,1.0539979212453698e-08,0.0
ISIC_0004595,1.2380322183646172e-06,0.0,6.150433381454662e-07,0.0
ISIC_0004615,3.219689919127313e-05,0.0,1.3363414870742353e-05,0.0
ISIC_0004626,5.5593441486974916e-05,0.0,3.248847285859555e-06,0.0
ISIC_0004656,0.021238523097115665,0.0,0.007280351121765031,0.0
ISIC_0004658,0.00011810915559343317,0.0,0.0002801907686903765,0.0
ISIC_0004660,2.8897971313755065e-05,0.0,0.0012297559052941965,0.0
ISIC_0004672,2.4065358365167245e-06,0.0,2.314032982721869e-06,0.0
ISIC_0004686,0.00033903060522181053,0.0,0.00022391170569166957,0.0
ISIC_0004729,8.998807246346422e-06,0.0,2.4602677633658156e-07,0.0
ISIC_0004733,1.5225178805869434e-05,0.0,8.555278149944714e-08,0.0
ISIC_0004737,2.5971192527438086e-05,0.0,1.7195390969029737e-06,0.0
ISIC_0004747,2.6483140347933786e-05,0.0,9.63155731353124e-07,0.0
ISIC_0004781,4.873842404180466e-05,0.0,3.143720416212525e-05,0.0
ISIC_0004813,0.0001317768689736304,0.0,0.000148248080758892,0.0
ISIC_0004883,0.00024983953556867195,0.0,0.0023167363655265524,0.0
ISIC_0004893,9.346906555326707e-05,0.0,0.00013452614390692782,0.0
ISIC_0004908,0.00029027380864501777,0.0,2.690306654808264e-05,0.0
ISIC_0004928,2.7968846801255873e-05,0.0,2.5623487739273494e-05,0.0
ISIC_0004933,1.0337457999955054e-05,0.0,7.801356259225178e-06,0.0
ISIC_0004941,0.004147339204997794,0.0,0.006862799076639269,0.0
ISIC_0004942,1.2193449563261564e-08,0.0,8.900268753475911e-09,0.0
ISIC_0005036,0.0027898675925158377,0.0,0.0005502306876661215,0.0
ISIC_0005040,4.204688402579656e-06,0.0,1.6276512362241127e-06,0.0
ISIC_0005042,0.0008045197732472094,0.0,0.0011718602429937363,0.0
ISIC_0005048,0.0004723952470636372,0.0,0.00036204181093864323,0.0
ISIC_0005049,0.0011486408611672617,0.0,0.0015845427590645653,0.0
ISIC_0005060,0.000746070338807022,0.0,0.0001493505064866859,0.0
ISIC_0005071,1.2639843466147105e-05,0.0,5.4664418701534914e-05,0.0
ISIC_0005072,9.083927753217059e-05,0.0,0.00012545186567404926,0.0
ISIC_0005075,3.246402072597797e-05,0.0,0.00012122530765713304,0.0
ISIC_0005091,1.488241357757618e-06,0.0,1.2486471868518653e-07,0.0
ISIC_0005106,0.0001938848396465719,0.0,0.00015599596335551268,0.0
ISIC_0005113,5.1868518616672e-05,0.0,1.293273386497861e-05,0.0
ISIC_0005136,0.016298807514908288,0.0,0.023409484538180484,0.0
ISIC_0005148,6.550452287894842e-05,0.0,4.773414645976886e-05,0.0
ISIC_0005156,1.9837605326305203e-06,0.0,6.805422872805741e-07,0.0
ISIC_0005160,0.0071843826031467665,0.0,0.004328248669381946,0.0
ISIC_0005171,0.00021225800626702976,0.0,0.00011398052442476554,0.0
ISIC_0005212,0.00045628305701214103,0.0,0.000671050607007404,0.0
ISIC_0005217,3.438293959897439e-05,0.0,7.99554032863516e-06,0.0
ISIC_0005224,1.0208214670324024e-05,0.0,2.5038312017617584e-05,0.0
ISIC_0005270,8.309436826327023e-07,0.0,1.5718133749681388e-07,0.0
ISIC_0005272,0.0001392718833663712,0.0,0.013005963517899668,0.0
ISIC_0005311,0.00015116356112308016,0.0,0.00011583753044464304,0.0
ISIC_0005326,0.00023194062433510212,0.0,3.4080635106069283e-05,0.0
ISIC_0005345,3.932358033387393e-06,0.0,2.714422335904436e-07,0.0
ISIC_0005348,0.00048248285052672403,0.0,0.0002999044342515112,0.0
ISIC_0005355,0.0059973510808919595,0.0,0.003524555720411395,0.0
ISIC_0005356,3.137666251580779e-08,0.0,2.4198002405998234e-08,0.0
ISIC_0005395,1.7801422816431787e-06,0.0,6.7381067382136586e-06,0.0
ISIC_0005397,1.272239537386452e-05,0.0,5.036762405907952e-06,0.0
ISIC_0005417,0.0011231846619532073,0.0,0.0016030589712480996,0.0
ISIC_0005430,1.6831628686970263e-05,0.0,7.149697003124133e-06,0.0
ISIC_0005440,0.017041209396548393,0.0,0.012352658984290648,0.0
ISIC_0005449,2.789870039942914e-06,0.0,1.054651718189368e-06,0.0
ISIC_0005450,2.7541519688781547e-07,0.0,1.899103768791177e-09,0.0
ISIC_0005475,0.18426525624157708,0.0,0.1604527792799727,0.0
ISIC_0005484,0.014735264271766222,0.0,0.011771228806752698,0.0
ISIC_0005490,0.0007172495833929123,0.0,0.0009826950494814632,0.0
ISIC_0005512,3.066573753333709e-07,0.0,4.222952064382675e-07,0.0
ISIC_0005528,1.912955825265174e-06,0.0,1.0298705668776318e-06,0.0
ISIC_0005542,2.3606243045727814e-05,0.0,2.7337300785103346e-05,0.0
ISIC_0005640,0.00012975893592757345,0.0,9.8980210144341e-05,0.0
ISIC_0005643,5.519038492336149e-07,0.0,7.958792638456207e-08,0.0
ISIC_0005670,3.65110803682521e-07,0.0,9.614507118340194e-08,0.0
ISIC_0005671,4.083511585499734e-06,0.0,2.994995165390049e-07,0.0
ISIC_0005673,5.948444174863663e-06,0.0,2.551573022477445e-06,0.0
ISIC_0005709,0.00010725137264888359,0.0,5.6316620911255185e-05,0.0
ISIC_0005713,0.00011714160285182626,0.0,0.00030457314764053,0.0
ISIC_0005718,2.094986889781321e-05,0.0,4.391063935970032e-05,0.0
ISIC_0005764,1.1544016189446424e-05,0.0,5.6506928687630055e-06,0.0
ISIC_0005776,0.002204676415644101,0.0,0.005398928556083602,0.0
ISIC_0005786,2.1845595373024737e-05,0.0,1.6538640049171605e-05,0.0
ISIC_0005801,3.83977445448017e-06,0.0,1.7844178413205076e-06,0.0
ISIC_0005856,8.497971731443313e-05,0.0,2.8886653615190997e-05,0.0
ISIC_0005862,1.2544858944481836e-06,0.0,5.814069862669647e-07,0.0
ISIC_0005868,0.0001478462995958752,0.0,0.00012009326877751415,0.0
ISIC_0005881,4.266638943736668e-06,0.0,1.6686555432666047e-08,0.0
ISIC_0005905,2.1927087212252155e-05,0.0,4.4935460512790336e-07,0.0
ISIC_0005932,0.00036801838488701593,0.0,0.0003848350927770579,0.0
ISIC_0005959,2.2500751735507764e-05,0.0,4.404906434669847e-05,0.0
ISIC_0005972,1.3181909060721938e-05,0.0,5.154696794808305e-07,0.0
ISIC_0005984,6.324900286338602e-05,0.0,1.8233218555467364e-05,0.0
ISIC_0005987,1.863438212359014e-06,0.0,1.6411055275378698e-06,0.0
ISIC_0006002,1.462418851009792e-06,0.0,7.911734881328043e-07,0.0
ISIC_0006018,7.080314098901328e-06,0.0,4.530515271809151e-06,0.0
ISIC_0006064,1.2132135816408826e-06,0.0,5.978443315274074e-08,0.0
ISIC_0006077,7.727841375063086e-08,0.0,1.1633852972650666e-08,0.0
ISIC_0006107,0.00023801909088028484,0.0,0.0003014711085879791,0.0
ISIC_0006119,4.9483781970317754e-08,0.0,5.364466692256056e-08,0.0
ISIC_0006137,5.568950940415592e-07,0.0,3.514164053491414e-09,0.0
ISIC_0006140,1.3927275721562082e-05,0.0,0.0005123156344515572,0.0
ISIC_0006146,0.0010966876062598828,0.0,0.0006440476536142381,0.0
ISIC_0006152,0.00010642808286535678,0.0,0.000185449707891889,0.0
ISIC_0006154,4.305721233927075e-06,0.0,1.756880685634494e-06,0.0
ISIC_0006168,2.6276286776822374e-06,0.0,9.31802795230372e-08,0.0
ISIC_0006179,3.6520727415083683e-06,0.0,5.943364521371576e-06,0.0
ISIC_0006194,8.367336222365953e-07,0.0,2.11471318133971e-09,0.0
ISIC_0006196,2.851723680641108e-05,0.0,8.772871828493411e-07,0.0
ISIC_0006237,1.59208728137142e-06,0.0,1.5845614570929692e-06,0.0
ISIC_0006250,1.2536424675002127e-06,0.0,1.537504507400698e-07,0.0
